"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Length","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_ShotAssist","type_value_KeyPass","type_value_RegularPlay","type_value_Assisted","type_value_LeftFoot","type_value_RelatedEventId","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_BlockedX","type_value_BlockedY","type_value_LowCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_MissLeft","type_value_CornerTaken","type_value_Chipped","type_value_LayOff","type_value_GoalKick","type_value_ThrowIn","type_value_PlayerCaughtOffside","type_value_GoalDisallowed","type_value_IndirectFreekickTaken","type_value_FreekickTaken","type_value_Cross","type_value_Head","type_value_LeadingToAttempt","type_value_Volley","type_value_BoxCentre","type_value_FirstTouch","type_value_DivingSave","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HeadPass","type_value_MissRight","type_value_KeeperThrow","type_value_Foul","type_value_IntentionalAssist","type_value_SetPiece","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_LowLeft","type_value_SmallBoxRight","type_value_MissHigh","type_value_LowRight","type_value_BoxRight","type_value_Throughball","type_value_OneOnOne","type_value_RightFoot","type_value_HighRight","type_value_StandingSave","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_SmallBoxCentre","type_value_HighClaim","type_value_HighLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_Yellow","type_value_OverRun","type_value_BlockedCross","type_value_BoxLeft","type_value_FromCorner","value_PassEndY","value_Length","value_Angle","value_Zone","value_PassEndX","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_ShotAssist","value_KeyPass","value_RegularPlay","value_Assisted","value_LeftFoot","value_RelatedEventId","value_GoalMouthZ","value_GoalMouthY","value_OutOfBoxCentre","value_IndividualPlay","value_BlockedX","value_BlockedY","value_LowCentre","value_Blocked","value_OutfielderBlock","value_MissLeft","value_CornerTaken","value_Chipped","value_LayOff","value_GoalKick","value_ThrowIn","value_PlayerCaughtOffside","value_GoalDisallowed","value_IndirectFreekickTaken","value_FreekickTaken","value_Cross","value_Head","value_LeadingToAttempt","value_Volley","value_BoxCentre","value_FirstTouch","value_DivingSave","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HeadPass","value_MissRight","value_KeeperThrow","value_Foul","value_IntentionalAssist","value_SetPiece","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_LowLeft","value_SmallBoxRight","value_MissHigh","value_LowRight","value_BoxRight","value_Throughball","value_OneOnOne","value_RightFoot","value_HighRight","value_StandingSave","value_ParriedSafe","value_KeeperSaveObox","value_SmallBoxCentre","value_HighClaim","value_HighLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_Yellow","value_OverRun","value_BlockedCross","value_BoxLeft","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
327,209,15,17,65,79.59,17.748,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,480249,85.785,22.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2833333333333,2745010563,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.4","7.5","0.61","Center","81.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02855202,0.02855202,0,"Barcelona","FK Crvena Zvezda",19,"Lamine Yamal","AMR",TRUE,7.5254763215117,0,34.6648436524639,"L. Yamal",327,17,"Barcelona",327
328,209.5,15,20.5,65,85.785,22.032,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,402197,82.32,18.632,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,15.3416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.05491138,0.02855202,-0.02635936,"Barcelona","FK Crvena Zvezda",8,"Pedri","AMC",TRUE,0,-4.75896849300385,-135.542478424363,"Pedri",328,17,"Barcelona",328
329,210,15,24,65,82.32,18.632,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,402197,98.49,19.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,2745010579,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.9","16.2","0.06","Center","93.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02855202,0.06442595,0.03587393,"Barcelona","FK Crvena Zvezda",8,"Pedri","AMC",TRUE,11.6405113491264,0,3.60942271707611,"Pedri",329,17,"Barcelona",329
330,211,15,25,65,99.12,19.788,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,301019,101.22,32.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4166666666667,2745010591,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48.2","13.2","1.41","Center","96.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",23,"Jules Kounde","DR",TRUE,11.4071233454232,0,80.8154629205266,"J. Kounde",330,17,"Barcelona",330
331,101,15,28,579,3.15,36.856,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,400366,13.755,20.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4666666666667,2745010647,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.7","19.7","5.28","Back","13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",1,"Marko Ilic","GK",TRUE,0,0,-57.5210197821214,"M. Ilic",331,17,"Barcelona",331
332,103,15,30,579,13.755,20.196,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,374989,11.97,8.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,2745010679,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.1","11.4","4.56","Back","11.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.00977745,0.00878589,-0.000991560000000001,"FK Crvena Zvezda","Barcelona",15,"Silas Katompa Mvumpa","MR",TRUE,-4.07123643444271,0,-98.985919270952,"S. K. Mvumpa",332,17,"Barcelona",332
333,104,15,31,579,11.97,8.908,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 37, 216, 218)",TRUE,477549,35.49,10.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5166666666667,2745010691,15,141,212,213,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.9","23.6","0.05","Back","33.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",66,"Seol Young-Woo","DR",TRUE,22.8608148454921,0,2.97903175988875,"S. Young-Woo",333,17,"Barcelona",333
334,213,15,34,65,71.505,60.248,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,512879,54.075,62.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5666666666667,2745010745,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.4","17.5","3.03","Left","51.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02122129,0.01473596,-0.00648533,"Barcelona","FK Crvena Zvezda",35,"Gerard Martin","DL",TRUE,-15.6340592254407,0,173.765902072502,"G. Martin",334,17,"Barcelona",334
335,214,15,36,65,53.655,60.996,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,106885,55.23,37.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,2745010803,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.5","23.3","4.78","Center","52.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.01473596,0.01689528,0.00215932,"Barcelona","FK Crvena Zvezda",5,"Inigo Martinez","DC",TRUE,8.09909741875104,0,-86.1255906057576,"I. Martinez",335,17,"Barcelona",335
336,214.5,15,38,65,55.23,37.74,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,498386,59.64,37.536,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,15.6333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.01689528,0.01689528,0,"Barcelona","FK Crvena Zvezda",2,"Pau Cubarsi","DC",TRUE,0,4.41271040398897,-2.64852893749527,"P. Cubarsi",336,17,"Barcelona",336
337,215,15,40,65,59.64,37.536,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 37, 217, 218)",TRUE,498386,93.345,62.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6666666666667,2745010819,15,141,212,213,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.0","42.0","0.64","Left","88.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.01689528,0.03485072,0.01795544,"Barcelona","FK Crvena Zvezda",2,"Pau Cubarsi","DC",TRUE,14.6510159064641,0,36.5917358263049,"P. Cubarsi",337,17,"Barcelona",337
338,216,15,42,65,92.925,62.424,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,300447,92.925,62.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,2745010821,15,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"Barcelona","FK Crvena Zvezda",11,"Raphinha","AML",TRUE,0,0,0,"Raphinha",338,17,"Barcelona",338
339,105,15,44,579,11.55,8.092,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,477549,15.225,3.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7333333333333,2745011037,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9","6.0","5.37","Back","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,NA,NA,NA,"FK Crvena Zvezda","Barcelona",66,"Seol Young-Woo","DR",TRUE,0,0,-52.3297477167587,"S. Young-Woo",339,17,"Barcelona",339
340,217,15,46,65,84.105,62.56,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,300447,69.93,60.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7666666666667,2745010857,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.1","14.3","3.28","Left","66.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02756312,0.02122129,-0.00634183,"Barcelona","FK Crvena Zvezda",11,"Raphinha","AML",TRUE,-8.621900185473,0,-172.079949712279,"Raphinha",340,17,"Barcelona",340
341,218,15,47,65,71.505,61.54,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,279423,80.955,65.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7833333333333,2745010871,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.8","10.4","0.43","Left","77.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02122129,0.02756312,0.00634183,"Barcelona","FK Crvena Zvezda",21,"Frenkie de Jong","DMC",TRUE,3.47674301252029,0,24.3863711018013,"F. d. Jong",341,17,"Barcelona",341
342,219,15,49,65,80.955,65.824,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,300447,71.715,64.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8166666666667,2745010897,15,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.4","9.4","3.32","Left","68.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-11-06 22:02:47",0,"Rajko Mitic Stadium","Espen Eskås","2 : 5",579,65,0.02756312,0.02122129,-0.00634183,"Barcelona","FK Crvena Zvezda",11,"Raphinha","AML",TRUE,-5.05181841345882,0,-169.983530677282,"Raphinha",342,17,"Barcelona",342
