"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_Length","type_value_PassEndX","type_value_Zone","type_value_OppositeRelatedEvent","type_value_Foul","type_value_Offensive","type_value_Defensive","type_value_FreekickTaken","type_value_Chipped","type_value_ThrowIn","type_value_HeadPass","type_value_GoalKick","type_value_Longball","type_value_MissHigh","type_value_KeeperThrow","type_value_LayOff","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_Assisted","type_value_BlockedX","type_value_GoalMouthY","type_value_BlockedY","type_value_RelatedEventId","type_value_HighCentre","type_value_FirstTouch","type_value_FastBreak","type_value_BoxCentre","type_value_RightFoot","type_value_GoalMouthZ","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_MissRight","type_value_Cross","type_value_CornerTaken","type_value_LeftFoot","type_value_Head","type_value_FromCorner","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighLeft","type_value_BigChance","type_value_SmallBoxCentre","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_StandingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_Throughball","type_value_LowCentre","type_value_RegularPlay","type_value_ParriedDanger","type_value_DivingSave","type_value_Feet","type_value_LowRight","type_value_Yellow","type_value_Red","type_value_DirectFreekick","type_value_Blocked","type_value_Volley","type_value_OutfielderBlock","type_value_AerialFoul","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_BoxRight","type_value_LastMan","type_value_BoxLeft","type_value_LowLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_SetPiece","type_value_OverRun","type_value_OneOnOne","type_value_BlockedCross","type_value_HighClaim","value_Angle","value_PassEndY","value_Length","value_PassEndX","value_Zone","value_OppositeRelatedEvent","value_Foul","value_Offensive","value_Defensive","value_FreekickTaken","value_Chipped","value_ThrowIn","value_HeadPass","value_GoalKick","value_Longball","value_MissHigh","value_KeeperThrow","value_LayOff","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_Assisted","value_BlockedX","value_GoalMouthY","value_BlockedY","value_RelatedEventId","value_HighCentre","value_FirstTouch","value_FastBreak","value_BoxCentre","value_RightFoot","value_GoalMouthZ","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_MissLeft","value_MissRight","value_Cross","value_CornerTaken","value_LeftFoot","value_Head","value_FromCorner","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighLeft","value_BigChance","value_SmallBoxCentre","value_IndividualPlay","value_OutOfBoxCentre","value_StandingSave","value_Collected","value_KeeperSaveObox","value_Throughball","value_LowCentre","value_RegularPlay","value_ParriedDanger","value_DivingSave","value_Feet","value_LowRight","value_Yellow","value_Red","value_DirectFreekick","value_Blocked","value_Volley","value_OutfielderBlock","value_AerialFoul","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_BoxRight","value_LastMan","value_BoxLeft","value_LowLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_SetPiece","value_OverRun","value_OneOnOne","value_BlockedCross","value_HighClaim","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
122,75,9,24,423,29.82,62.424,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,327702,22.365,58.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,2718500871,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.62","86.1","8.4","21.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",20,"Michel Aebischer","DML",TRUE,-5.83025133470153,0,-152.529198318822,"M. Aebischer",122,10,"Switzerland",122
123,75.5,9,25,423,22.365,58.548,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,61610,16.59,57.528,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,9.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",13,"Ricardo Rodriguez","DC",TRUE,0,-5.28302570965808,-169.983530677282,"R. Rodriguez",123,10,"Switzerland",123
124,76,9,26,423,16.59,57.528,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 38, 216, 218)",TRUE,61610,37.59,32.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43333333333333,2718500885,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.42","48.3","32.4","35.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",13,"Ricardo Rodriguez","DC",TRUE,24.0672183359254,0,-49.610408143341,"R. Rodriguez",124,10,"Switzerland",124
125,77,9,28,423,38.115,31.484,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 38, 216, 218)",TRUE,424624,59.01,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46666666666667,2718500903,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.42","10.5","32.1","56.2","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",23,"Zeki Amdouni","FWR",TRUE,13.6731304155962,0,-49.3597692275305,"Z. Amdouni",125,10,"Switzerland",125
126,78,9,32,423,59.955,5.576,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,364228,48.195,13.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.53333333333333,2718500913,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.58","19.2","13.9","45.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",2,"Becir Omeragic","DMR",TRUE,-7.27976683226809,0,147.541419590857,"B. Omeragic",126,10,"Switzerland",126
127,79,9,34,423,48.51,14.008,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,424624,39.06,19.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56666666666667,2718500929,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.60","29.0","11.0","37.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",23,"Zeki Amdouni","FWR",TRUE,-7.54524033787899,0,148.849369442011,"Z. Amdouni",127,10,"Switzerland",127
128,80,9,37,423,39.69,18.632,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,243580,37.275,32.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.61666666666667,2718500951,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.74","48.3","14.4","35.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,-0.641113429533519,0,99.6439702669041,"G. Wuthrich",128,10,"Switzerland",128
129,80.5,9,40,423,37.275,32.844,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,297390,37.59,37.332,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,0,0.242566923436343,85.9851556799857,"M. Akanji",129,10,"Switzerland",129
130,81,9,43,423,37.59,37.332,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,297390,47.985,53.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71666666666667,2718500969,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.00","78.5","19.1","45.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,7.2735750472659,0,57.0670830345962,"M. Akanji",130,10,"Switzerland",130
131,81.5,9,44.5,423,47.985,53.38,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,327702,54.6,56.1,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,9.74166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",20,"Michel Aebischer","DML",TRUE,0,5.18627823397768,22.3518128696331,"M. Aebischer",131,10,"Switzerland",131
132,82,9,46,423,54.6,56.1,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,327702,61.845,63.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76666666666667,2718500989,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.77","92.9","10.1","58.9","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",20,"Michel Aebischer","DML",TRUE,2.94252647890001,0,44.307698018681,"M. Aebischer",132,10,"Switzerland",132
133,83,9,49,423,63.315,60.724,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,381550,70.455,44.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81666666666667,2718501005,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.12","64.8","18.1","67.1","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",17,"Ruben Vargas","FWL",TRUE,13.5346474847656,0,-66.8014094863518,"R. Vargas",133,10,"Switzerland",133
134,83.5,9,51,423,70.455,44.064,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,143695,72.555,46.852,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",7,"Breel Embolo","FW",TRUE,0,1.0833864316943,53.0119127405385,"B. Embolo",134,10,"Switzerland",134
135,84,9,53,423,72.555,46.852,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,143695,73.605,54.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88333333333333,2718501009,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.44","80.8","8.2","70.1","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",7,"Breel Embolo","FW",TRUE,-2.84212639919644,0,82.6067355260859,"B. Embolo",135,10,"Switzerland",135
136,84.5,9,54.5,423,73.605,54.944,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,381550,76.65,54.128,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,9.90833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",17,"Ruben Vargas","FWL",TRUE,0,2.97121369458443,-15.0016626888416,"R. Vargas",136,10,"Switzerland",136
137,85,9,56,423,76.65,54.128,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,381550,91.455,60.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93333333333333,2718501059,9,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.42","89.3","16.2","87.1","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",17,"Ruben Vargas","FWL",TRUE,4.80802049017027,0,24.014175009145,"R. Vargas",137,10,"Switzerland",137
