"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_Length","type_value_PassEndX","type_value_PassEndY","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_LeadingToAttempt","type_value_BoxCentre","type_value_LeftFoot","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_FirstTouch","type_value_RegularPlay","type_value_MissHigh","type_value_GoalKick","type_value_Longball","type_value_HeadPass","type_value_Chipped","type_value_LayOff","type_value_RightFoot","type_value_Cross","type_value_KeeperThrow","type_value_MissLeft","type_value_CornerTaken","type_value_ThrowIn","type_value_Foul","type_value_RelatedEventId","type_value_Yellow","type_value_FreekickTaken","type_value_Head","type_value_BlockedCross","type_value_BlockedX","type_value_LowCentre","type_value_BlockedY","type_value_FromCorner","type_value_Blocked","type_value_OutfielderBlock","type_value_Penalty","type_value_BigChance","type_value_HighRight","type_value_DivingSave","type_value_KeeperMissed","type_value_ShotAssist","type_value_KeyPass","type_value_Assisted","type_value_IndividualPlay","type_value_BoxRight","type_value_ParriedSafe","type_value_Feet","type_value_KeeperSaveInTheBox","type_value_OutOfBoxCentre","type_value_MissRight","type_value_IntentionalAssist","type_value_HighCentre","type_value_Hands","type_value_KeeperSaveObox","type_value_Throughball","type_value_OverRun","type_value_LowLeft","type_value_AerialFoul","type_value_DirectFreekick","type_value_LowRight","type_value_SetPiece","type_value_Volley","type_value_StandingSave","type_value_ParriedDanger","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_DeepBoxRight","type_value_HighClaim","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_Red","type_value_FastBreak","type_value_OtherBodyPart","value_Zone","value_Angle","value_Length","value_PassEndX","value_PassEndY","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_LeadingToAttempt","value_BoxCentre","value_LeftFoot","value_GoalMouthY","value_GoalMouthZ","value_FirstTouch","value_RegularPlay","value_MissHigh","value_GoalKick","value_Longball","value_HeadPass","value_Chipped","value_LayOff","value_RightFoot","value_Cross","value_KeeperThrow","value_MissLeft","value_CornerTaken","value_ThrowIn","value_Foul","value_RelatedEventId","value_Yellow","value_FreekickTaken","value_Head","value_BlockedCross","value_BlockedX","value_LowCentre","value_BlockedY","value_FromCorner","value_Blocked","value_OutfielderBlock","value_Penalty","value_BigChance","value_HighRight","value_DivingSave","value_KeeperMissed","value_ShotAssist","value_KeyPass","value_Assisted","value_IndividualPlay","value_BoxRight","value_ParriedSafe","value_Feet","value_KeeperSaveInTheBox","value_OutOfBoxCentre","value_MissRight","value_IntentionalAssist","value_HighCentre","value_Hands","value_KeeperSaveObox","value_Throughball","value_OverRun","value_LowLeft","value_AerialFoul","value_DirectFreekick","value_LowRight","value_SetPiece","value_Volley","value_StandingSave","value_ParriedDanger","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_DeepBoxRight","value_HighClaim","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_Red","value_FastBreak","value_OtherBodyPart","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
210,97.5,10,31.5,55,97.125,55.352,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,295964,97.23,49.164,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,10.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.04647721,0.06442595,0.01794874,"Valencia","Las Palmas",7,"Sergi Canos","MR",TRUE,0,5.71916000739978,-89.0278798384957,"S. Canos",210,10,"Valencia",210
211,98,10,33,55,97.23,49.164,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 217, 218)",TRUE,295964,95.865,31.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,2737230349,10,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","4.63","17.6","91.3","46.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Valencia","Las Palmas",7,"Sergi Canos","MR",TRUE,7.59882495474411,0,-94.4488997383597,"S. Canos",211,10,"Valencia",211
212,119,10,36,838,10.185,33.116,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,140982,14.07,15.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,2737230375,10,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.93","17.7","13.4","23.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Las Palmas","Valencia",23,"Alex Munoz","DL",TRUE,0,0,-77.3234054678239,"A. Munoz",212,11,"Las Palmas",212
213,119.5,10,37,838,14.07,15.844,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,380655,17.745,15.3,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,10.6166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.00878589,0.00878589,0,"Las Palmas","Valencia",37,"Fabio Silva","FW",TRUE,0,3.48854642348026,-8.42018852275831,"F. Silva",213,11,"Las Palmas",213
214,121,10,38,838,17.745,15.3,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,380655,12.81,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6333333333333,2737230413,10,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.08","8.4","12.2","12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.00878589,0.00779616,-0.000989729999999999,"Las Palmas","Valencia",37,"Fabio Silva","FW",TRUE,-6.41534793586833,0,-125.969716643592,"F. Silva",214,11,"Las Palmas",214
215,122,10,40,838,10.815,7.888,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 124, 36, 38, 215, 218)",TRUE,448212,30.345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6666666666667,2737230447,10,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.85","21.5","28.9","0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Las Palmas","Valencia",20,"Kirian Rodriguez","AMC",TRUE,15.7049315768082,0,-21.9933611972364,"K. Rodriguez",215,11,"Las Palmas",215
216,100,10,53,55,69.72,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 217)",TRUE,534589,81.375,63.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8833333333333,2737230593,10,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","5.84","12.9","77.5","93.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.02122129,0.02756312,0.00634183,"Valencia","Las Palmas",39,"Rodrigo Abajas","DL",TRUE,11.3523363525767,0,-21.9284340188798,"R. Abajas",216,12,"Valencia",216
217,101,10,55,55,81.375,63.308,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,354526,73.395,58.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9166666666667,2737230601,10,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","3.72","9.5","69.9","85.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.02756312,0.02401521,-0.00354791,"Valencia","Las Palmas",9,"Hugo Duro","FW",TRUE,-2.12514946023018,0,-147.072137346836,"H. Duro",217,12,"Valencia",217
218,101.5,10,55.5,55,73.395,58.14,"FirstHalf","Carry","Successful",999,"takeOns","1","NULL",TRUE,534589,91.14,51.952,NA,NA,NA,NA,NA,103,NA,NA,NA,NA,10.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.02401521,0.04066992,0.01665471,"Valencia","Las Palmas",39,"Rodrigo Abajas","DL",TRUE,0,17.0897186674648,-19.2245803204463,"R. Abajas",218,12,"Valencia",218
219,102,10,56,55,76.65,56.984,"FirstHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,534589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9333333333333,2737230629,10,56,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Valencia","Las Palmas",39,"Rodrigo Abajas","DL",TRUE,0,0,NA,"R. Abajas",219,12,"Valencia",219
220,124,10,56,838,28.35,11.016,"FirstHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,448212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9333333333333,2737230617,10,56,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Las Palmas","Valencia",20,"Kirian Rodriguez","AMC",TRUE,0,0,NA,"K. Rodriguez",220,12,"Valencia",220
221,103,11,0,55,91.14,51.952,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,534589,93.975,62.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2737230657,11,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","1.31","10.9","89.5","91.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.04066992,0.03485072,-0.0058192,"Valencia","Las Palmas",39,"Rodrigo Abajas","DL",TRUE,-7.87087778555603,0,74.9451590307014,"R. Abajas",221,12,"Valencia",221
222,104,11,2,55,93.24,61.2,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 217, 218)",TRUE,381713,92.505,54.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0333333333333,2737230659,11,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","4.60","6.3","88.1","80.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Valencia","Las Palmas",22,"Luis Rioja","ML",TRUE,5.24535342510267,0,-96.7008031388985,"L. Rioja",222,12,"Valencia",222
223,125,11,4,838,10.5,13.124,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,91214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0666666666667,2737230677,11,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,NA,NA,NA,"Las Palmas","Valencia",8,"Jose Campana","DMC",TRUE,0,0,NA,"J. Campana",223,12,"Valencia",223
224,105,11,5,55,89.67,47.804,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,354526,101.01,48.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0833333333333,2737230693,11,56,213,212,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.09","11.4","96.2","71.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-22 05:49:17",42453,"Mestalla","Jesús Gil Manzano","2 : 3",55,838,0.05491138,0.06442595,0.00951456999999999,"Valencia","Las Palmas",9,"Hugo Duro","FW",TRUE,5.27750687485402,0,5.13975737899059,"H. Duro",224,12,"Valencia",224
