"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_PassEndX","type_value_Zone","type_value_Length","type_value_Longball","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_Chipped","type_value_Cross","type_value_BlockedCross","type_value_ThrowIn","type_value_LayOff","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthZ","type_value_Assisted","type_value_BlockedX","type_value_LeftFoot","type_value_RelatedEventId","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_IndividualPlay","type_value_BlockedY","type_value_LowCentre","type_value_GoalMouthY","type_value_Hands","type_value_Collected","type_value_StandingSave","type_value_KeeperSaveObox","type_value_KeeperThrow","type_value_AerialFoul","type_value_Foul","type_value_FreekickTaken","type_value_Blocked","type_value_LowLeft","type_value_OutfielderBlock","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_GoalKick","type_value_Head","type_value_IntentionalAssist","type_value_SmallBoxCentre","type_value_HighCentre","type_value_FromCorner","type_value_FirstTouch","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_BoxLeft","type_value_Volley","type_value_RightFoot","type_value_OverRun","type_value_Penalty","type_value_KeeperMissed","type_value_DivingSave","type_value_BigChance","type_value_BoxCentre","type_value_Throughball","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighLeft","type_value_MissHigh","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_LowRight","type_value_OneOnOne","type_value_FastBreak","type_value_DeepBoxRight","type_value_HighRight","type_value_ParriedDanger","type_value_BoxRight","type_value_OtherBodyPart","type_value_Feet","type_value_Yellow","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_OutOfBoxLeft","value_Angle","value_PassEndY","value_PassEndX","value_Zone","value_Length","value_Longball","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_MissLeft","value_MissRight","value_CornerTaken","value_Chipped","value_Cross","value_BlockedCross","value_ThrowIn","value_LayOff","value_ShotAssist","value_KeyPass","value_GoalMouthZ","value_Assisted","value_BlockedX","value_LeftFoot","value_RelatedEventId","value_OutOfBoxCentre","value_RegularPlay","value_IndividualPlay","value_BlockedY","value_LowCentre","value_GoalMouthY","value_Hands","value_Collected","value_StandingSave","value_KeeperSaveObox","value_KeeperThrow","value_AerialFoul","value_Foul","value_FreekickTaken","value_Blocked","value_LowLeft","value_OutfielderBlock","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_GoalKick","value_Head","value_IntentionalAssist","value_SmallBoxCentre","value_HighCentre","value_FromCorner","value_FirstTouch","value_ParriedSafe","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_BoxLeft","value_Volley","value_RightFoot","value_OverRun","value_Penalty","value_KeeperMissed","value_DivingSave","value_BigChance","value_BoxCentre","value_Throughball","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighLeft","value_MissHigh","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_LowRight","value_OneOnOne","value_FastBreak","value_DeepBoxRight","value_HighRight","value_ParriedDanger","value_BoxRight","value_OtherBodyPart","value_Feet","value_Yellow","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamPlayerFormation","value_TeamFormation","value_OutOfBoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
481,313.5,25,4.5,37,44.73,5.44,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,327721,48.195,5.168,NA,NA,NA,NA,NA,314,NA,NA,NA,NA,25.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Bayern","Dinamo Zagreb",2,"Dayot Upamecano","DC",TRUE,0,2.99126901161138,-4.48847292603712,"D. Upamecano",481,21,"Bayern",481
482,314,25,7,37,48.195,5.168,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,327721,63.525,13.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1166666666667,2721921141,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.51","20.2","60.5","Right","17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Bayern","Dinamo Zagreb",2,"Dayot Upamecano","DC",TRUE,17.5425104055259,0,29.2010041462389,"D. Upamecano",482,21,"Bayern",482
483,315,25,9,37,60.69,14.212,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,371281,49.455,23.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.15,2721921191,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.47","33.9","47.1","Back","14.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Bayern","Dinamo Zagreb",17,"Michael Olise","AMR",TRUE,-8.08591841153209,0,141.80338017869,"M. Olise",483,21,"Bayern",483
484,315.5,25,10.5,37,49.455,23.052,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,283323,49.245,28.968,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,25.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Bayern","Dinamo Zagreb",6,"Joshua Kimmich","DMC",TRUE,0,0.632039712589872,92.0329722601249,"J. Kimmich",484,21,"Bayern",484
485,316,25,12,37,49.245,28.968,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 124, 205, 36, 38, 217, 218)",TRUE,283323,71.61,25.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,2721921217,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.15","38.2","68.2","Center","22.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Bayern","Dinamo Zagreb",6,"Joshua Kimmich","DMC",TRUE,21.6410154176674,0,-7.61981290980759,"J. Kimmich",485,21,"Bayern",485
486,317,25,13,37,71.505,25.84,"FirstHalf","OffsidePass","Successful",NA,NA,NA,"c(91, 217)",TRUE,83532,84.945,11.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2166666666667,2721921273,25,NA,141,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.3","80.9","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Bayern","Dinamo Zagreb",9,"Harry Kane","FW",TRUE,0,0,-47.6722430855305,"H. Kane",486,21,"Bayern",486
487,147,25,27,684,21.63,54.4,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 35, 38, 215, 218)",TRUE,228583,10.92,42.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.45,2721921489,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.99","62.1","10.4","Back","16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",13,"Samy Mmaee","DC",TRUE,-8.60953412780192,0,-131.34416917313,"S. Mmaee",487,22,"Dinamo Zagreb",487
488,148,25,28,684,10.29,40.324,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,401801,12.6,22.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4666666666667,2721921507,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.84","33.7","12.0","Back","17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",33,"Ivan Nevistic","GK",TRUE,1.85847346130561,0,-82.4411476232128,"I. Nevistic",488,22,"Dinamo Zagreb",488
489,149,25,30,684,12.81,22.848,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,102215,10.815,38.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,2721921525,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.70","56.0","10.3","Back","15.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",22,"Stefan Ristovski","DC",TRUE,-1.41126386733036,0,97.4617988302923,"S. Ristovski",489,22,"Dinamo Zagreb",489
490,150,25,33,684,10.815,38.08,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,401801,12.915,55.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.55,2721921555,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.45","81.7","12.3","Back","17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",33,"Ivan Nevistic","GK",TRUE,-0.301024270519704,0,83.1479186088297,"I. Nevistic",490,22,"Dinamo Zagreb",490
491,151,25,36,684,12.915,55.556,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 124, 127, 35, 38, 215, 218)",TRUE,228583,8.61,18.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,2721921695,25,213,141,140,56,212,1,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.60","27.4","8.2","Back","37.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",13,"Samy Mmaee","DC",TRUE,-3.033061701242,0,-96.6501385309981,"S. Mmaee",491,22,"Dinamo Zagreb",491
492,151.5,25,40,684,8.61,18.632,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,102215,32.13,12.172,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,25.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",22,"Stefan Ristovski","DC",TRUE,0,21.5383776954132,-15.3581315002118,"S. Ristovski",492,22,"Dinamo Zagreb",492
493,152,25,44,684,32.13,12.172,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,102215,31.815,6.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7333333333333,2721921731,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.66","9.2","30.3","Back","5.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",22,"Stefan Ristovski","DC",TRUE,-2.19828481692439,0,-93.047860635533,"S. Ristovski",493,22,"Dinamo Zagreb",493
494,153,25,46,684,31.815,6.256,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,300608,46.2,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7666666666667,2721921765,25,213,141,140,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.16","6.5","44.0","Back","14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",18,"Ronael Pierre-Gabriel","DR",TRUE,12.4462285507343,0,-7.27350400093907,"R. Pierre-Gabriel",494,22,"Dinamo Zagreb",494
495,154,25,48,684,48.51,4.216,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,242432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,2721921791,25,NA,NA,NA,56,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-17 21:58:57",0,"Allianz Arena","Juan Martínez Munuera","9 : 2",37,684,NA,NA,NA,"Dinamo Zagreb","Bayern",20,"Marko Pjaca","FW",TRUE,0,0,NA,"M. Pjaca",495,22,"Dinamo Zagreb",495
